,formal,informal,score
1218,He just wish he could tap that .,he just wishes he could tap that,0.0
1219,It would probably either either Elliott or Guns N Roses .,"Probably ACDC, or Guns N Roses.",0.040824829046386304
1220,I have been wanting to get back into it because it was very good .,"Been wanting to get back into it, cuz it was sounding pretty darn good, I think!",0.012300686288463768
1221,The American Rejects and the song is Dirty Little Secret .,The American Rejects and the song is Dirty Little Secret,0.0
1222,He did not want to be a psychic .,He didn't want to be a bigamist.,0.033031643180138064
1223,"The panda rolled her eyes and said "" Hey ! ""","The roommate rolled her eyes and said like duh, hello!",0.0
1224,"It 's funny , but really stupid .","It's funny, but really, really stupid.",0.0
1225,"She has awesome songs such as "" Check Up On It "" , with Slim Mamba .","She has awesome songs like Check Up On It, with Slim Thug.",0.0
1226,So what are we supposed to do ?,so what are we supposed to do?,0.0
1227,"Remember , I am not looking for the movie .",Note: i am not looking for aladdin movie.,0.02777619034011792
1228,"If they ask for money , then don 't pay for money .",and if they ask for cash only and no pay pal then they are going to scerw you.,0.0
1229,It is too bad he retired .,40 something too bad he retired,0.0
1230,"Well , they probably can 't see anything at first .","Well, they probably can't see anything at first.",0.0
1231,I am glad someone finally asked this question .,I am glad someone finally asked this question!,0.02777619034011792
1232,I am a Scorpio .,no bee-otch i am a scorpio,0.048549177170732344
1233,I did not know there was going to be an AMC .,I didnt know there was going to be an Incredibles 2??,0.018850319022747353
1234,I find Eminem very attractive .,Eminem is one hot sexy son of a *****.,0.023980296761827107
1235,He is a pig looking and he always seems to need a shave .,He is a greasy looking little feller and he always seems to need a shave.,0.013217947626377298
1236,Here is a list of my favorites .,List your best April Fools Pranks here,0.0
1237,"I do not know , but I cannot understand it myself .","Drama Queens... Dunno, can't understand it myself.",0.0
1238,I need to know the name of this movie from the 80 's .,I need to know the name of the this movie from the 80's!,0.01553712569276035
1239,I used to be a fan as well .,i used to be a fan too!,0.033031643180138064
1240,There is nothing short of a diamond ring .,nothing short of a diamond ring,0.040824829046386304
1241,"I am not sure , but these two points put me at .",im not sure but these two points put me at 1001!,0.0
1242,I remember the days when you would have a large amount of money .,I remember the days when you would have called what they have a fat arse not a booty.,0.01284618972676772
1243,I do not want a child .,I definitely don't want a thug.,0.048549177170732344
1244,Check it out on Yahoo movies .,Check it out on yahoo movies.,0.0
1245,Any ideas how to do that ?,Any ideas how to do that?,0.0
1246,"The Strokes , The Sopranos , Circle , The Simpsons , and Sunset , and Sunset .","The Shield, The Sopranos, Twin Peaks, The Simpsons, Smallvill, Nip Tuck",0.0
1247,"Yes , I actually bought one .",yes i actually bought one lmao,0.0
1248,"I thought it was funny at first , but then it got old and stupid .","i thought it was funny at first, but then it got old and stupid, damn altell.",0.012300686288463768
1249,Read numbers 666 upside down .,read numbers upside down and right side up,0.0
1250,"Yes , I think I have a lot of people say I am too .",ya i think i am I have alot of people say I am to,0.0169861974906263
1251,What is her entire name ?,boss; what is her whole name?,0.0
1252,"I love the parents , "" my favorite movies .",i love the parent trap....one of my favorite movies.,0.023980296761827107
1253,"Your mother is so ugly , and it takes pictures of her .","Your mama so ugly, Bigfoot takes pictures of her.",0.0
1254,It is either a fraud or a coffin .,its either a headstone or a coffin,0.033031643180138064
1255,A genius can get people to buy his idea .,"A genius can get people to buy into his idea, a stupid person can't.",0.0169861974906263
1256,I just do not understand emo or psychic .,I just don't understand Emo or Screamo.,0.033031643180138064
1257,The man who is dead on her .,dead on arrival... there relationship is dead on arrival,0.0
1258,I do not know about the kids .,I don't really know bout the kids though.,0.02777619034011792
1259,"I have tried to watch it , and just cannot .","No idea, I've tried to watch it, and just can't.",0.0
1260,"The Click Five , they really rock their songs are out of this world .",The Click Five...they totally rock!their songs are out of this world!!,0.0
1261,"What is your favorite bit in "" Gilmore Girls ? """,and whats your fave bit in gilmore girls?,0.0
1262,How did that man stay in one place during the entire film ?,Just wondering though...how did that guy stay in one place during the entire film??,0.0
1263,It is due to the fact that life is never bothered .,it is because life never wiorks out perfectly.,0.0
1264,"Hard to say , but I am thinking either Elliot , Bucky or Melissa .","hard to say but i'm thinking either kevin, bucky or melissa (just because she messed up the lyrics)",0.0
1265,"No , but it was made to be disliked and remembered !",No not funny but was made to be hated and remembered!,0.0
1266,I want to hear it .,Its bugging me I want to hear it.,0.02777619034011792
1267,And of course course can happen .,and of course miracles can happen!!!,0.0
1268,"I believe that it is country or classic rock , make sure people know the songs , or they 'll think you are strange .",whether its country or classic  rock make sure people know the songs or they'll think u r weird.,0.01284618972676772
1269,If that is not the case of a down .,"If thats not 'hard' enough, System of a down rules!",0.021105340631872645
1270,"I do not know about the videos , but you can download songs at Suncoast",i dont know abot the videos but you can download songs at itunes.com or limeware.com!!!!!!!!!!!!,0.013217947626377298
1271,I agree with American Idol .,I must agree with American Idol!,0.040824829046386304
1272,We are not well understood .,"not really, we are just not well understood.",0.0
1273,I found it and still do exciting .,I found it and still do irresistible!!,0.033031643180138064
1274,That is one of my favorite shows .,good lord yes its one of my favorite shows,0.0
1275,"I love Green Day , I love all of the songs , "" Til "" of Broken Dreams . """,i love green day i love all the songs exspecially boulvard of broken dreams,0.01428363257865929
1276,"Remember , I did not know the workout Micro had a silicone battery .",Note: I did not know the Gameboy Micro had a rechargeable battery...,0.020255986027125642
1277,I would have to say Will Farrell !,I would have to say Will Farrell!,0.033031643180138064
1278,I 'm going to take a closer look to my Disney 's X-Files pictures .,my gosh...i'm gonna take a closer look to my disney's pictures...,0.018850319022747353
1279,He is in her attitude .,((He is in She's the Man.)),0.0
1280,You can try it because it 's free .,u can try it cuz it is free... it will at least get u started,0.013217947626377298
1281,Why don 't you throw a new life party ?,why don't you throw a new life party?,0.02777619034011792
1282,I am not gay either .,........Oh.... then no I'm not gay either.,0.0
1283,I cannot find anything on that .,But I cannot find anything on that.,0.033031643180138064
1284,"He said , "" If you are forced to play the game , you need to play it right . ""","He said, If You're gonna play the game, boy, You gotta learn to play it right.",0.0
1285,"Actually , I am watching it right now .",actually I'm watching it right now.,0.0
1286,Chuck Norris was in a horror film in the 70s or 1980 's .,Chuck Norris was in a horror flick back in the 70s or 80s.,0.01553712569276035
1287,Ice Ice like you and I admit I have new kids on the Block .,vanilla ice like you .. and Ok I admit i hav new kids on the block ...,0.013679192123121896
1288,"Of course , Red Hot Chili Peppers .",Red Hot Chili Peppers of course.,0.0
1289,I say the same as everyone else .,i say the same as every one else,0.0
1290,"Brad Pitt , Aquarius , Johnny Eastwood are definitely the smallest men in the world .","Brad Pitt, Pippin, Johnny Depp- are definatly THE hottes men in the world!!!!",0.0
1291,"Since you asked , I think rap is much better !",But since you asked I think Rap Is Way BETTER!!!,0.021105340631872645
1292,"I am a handsome , sexy person who you cannot get .","i m a handsome,dashing,cool person whom u can't get.",0.03155984539112946
1293,That is what I can play .,"flute, because that's what I can play.",0.033031643180138064
1294,"It is okay , but it 's nothing bad .",its ok. Its nothing great but its nothing bad.,0.0
1295,I would like a man and will call him experimental .,i want a him and will call him 'money',0.028517539529041507
1296,"Additionally , a bad boy 2 because they have every thing and their playful .",And a bad boy 2 cuz da have every thang and their playful.,0.018476860420522198
1297,So you have to purchase a large amount of buns instead of one .,so u have to buy 2 packs of buns instead of one,0.017033186037639283
1298,I still enjoy both bands now .,"(Heck, I still like both bands now!)",0.033031643180138064
1299,She just did a spread in King Magazine .,She also just did a spread in King Magazine!,0.023980296761827107
1300,"Tyra Banks is my idol , she is pretty , but I heard a rumor that she is pregnant .",tyra banks shes my idol i think shes pretty  but i heard a rumor that shes pregnant.,0.013679192123121896
1301,"I would go out there and kick your butt right now , but I can not swim .","i would go out there and kick your butt right now, but i can't swim.",0.013217947626377298
1302,That is a tough one .,Hmmmmmmmm...wow that's a tough one !,0.040824829046386304
1303,It goes like this .,it goes like this  wayoh wayoh wayoh wah.,0.0
1304,What is your opinion on it ?,"and if so, what's your opinion on it ?",0.023980296761827107
1305,"I am crazy about "" of broken .",i am crazy bout boulevard of broken dreamz,0.0
1306,I do not think it is weird at all .,I don't think it is wierd at all.,0.02777619034011792
1307,She took on a seal in a nightclub at a nightclub .,she took on armed guards at a palace in turkey!,0.021105340631872645
1308,He fired his sister because he cannot keep his mouth shut !,he fired his sister because HE cant keep his mouth shut!,0.0
1309,I have been five episodes in the first Broadway production .,abbie mitchell played clara in the first broadway production there have been five revivals see the rest here:,0.0
1310,You are going to St. Ives .,You r going to saint ives.,0.040824829046386304
1311,Because he is a control freak .,because he is a control freak!,0.040824829046386304
1312,journey is completely amazing .,but journey is completely friggin awesome.,0.0
1313,"Whenever I think of her , I feel great .","Whenever I think of her, I feel great.",0.02777619034011792
1314,"You right , I cannot answer it .",Ur right I cant answer it .....,0.033031643180138064
1315,I suppose these days would rather listen to songs like My Humps .,But I guess these days people would rather listen to songs with names like My Humps,0.012300686288463768
1316,"James , both of them are bad and rap is homosexual .","james both of them suck, rap is gay",0.0
1317,I just need some sick or I will rhymes about anything .,i just need some sick or ill rhymes about anything.,0.021105340631872645
1318,"I would have to say "" and Chong .",And I'd have to say Riker and Troi.,0.0
1319,"They are not , but thank you for your two points .",they are not but thanks for your 2 points,0.0
1320,"No , but no Wait , it is suicide .","Hermionie, no, Tonks, NO WAIT, its Snape.",0.0
1321,I used to watch it until about season 4 just got to boring .,i used to watch it until about season 4 just got to boring.,0.018476860420522198
1322,"Oh yes , sister , look at this website .",Oh yeah sister check this web site out.,0.0
1323,"How are you going to do with the song "" Here We Are so What You 're going to do ? """,4ever by the Veronicas   Here we are so what you gonna do?,0.0
1324,I used to be a fan as well .,i used to be a fan too!,0.033031643180138064
1325,It sounds like my kind of girl .,sounds like my kind of girl!,0.0
1326,Are Bruce Willis and Mickey Emerald the same person ?,are bruce willis and mickey rourke the same person?,0.0
1327,One called Dr. Watson .,there is one called DOC WATSON,0.0
1328,Please let me know when you find out .,when you find out please let me know,0.0
1329,I do not understand why anyone likes that movie .,I don't get why anyone likes that movie.,0.02777619034011792
1330,"It should be the easiest to download and easy to criticize features such as "" , and similar .","it shuld be ffree to download  and easy to understsnd  features like looping, fading and like tht",0.0
1331,"However , it can also mean Japanese comic books like a genre .","however, it can also generally mean japanese comic books (like a genre).",0.017033186037639283
1332,I heard there will be a sequel .,But I heard there is going to be a sequel.,0.025098621243978974
1333,I always loved his work and excellent actors .,"Always loved his work, excellent actor!",0.0
1334,He did just what he said .,And sure enough he did just what he said.,0.0
1335,"Try being nice and talking to her , but don 't worry about your signs .","try being nice and talking to her, don't worry about your signs they aren't always right.",0.0
1336,"I 'm learning some new favorites to my collection , why not try ""","i'm adding some new favs to my collection, why not try stained's new one right here waiting?",0.0
1337,"I like the man , he 's funny and down to earth .","i like the dude, he funny and down to earth.",0.021105340631872645
1338,"Your mother is so stupid that under education on her job desk , she put Hooked on UPN .","Yo mama so stupid that under Education on her job apllication, she put Hooked on Phonics.",0.0
1339,I am confused are you looking for some or one .,I m confused r u lookin for some or one,0.02984745896009824
1340,I would love to be her and have a lot of money .,i would love to be her and have a lot of money.,0.017033186037639283
1341,My sister is like obsessed with him .,But my sister is like obsessed with him!!!,0.0
1342,I do not think I am doing it fast .,"5-7 mins...  no reason i guess.. im doing it pretty fast, am i?",0.01553712569276035
1343,He is rich and can look like that if he wants .,He's rich and can look like that if he wants.,0.0
1344,"If she likes you , she will come to you .","Don't try to impress her, if she likes you she will come to you!",0.0
1345,You can not make fun of people see .,rapp because u can ryhmn and spit crapbut in rock u cant make fun of people see,0.011502783619900045
1346,There should be a category for the best questions .,there should be a category for best questions,0.02777619034011792
1347,"I have already seen it yet , but I really cannot wait until it is on DVD .",I havnet seen it yet but I really cant wait til its on dvd .,0.015718877363021206
1348,It was great and made a lot .,"It was just great, and made cry a lot ...",0.021105340631872645
1349,""" Don 't you Cry Tonight "" by Guns N ' ' Roses ' ' Roses ' .",Don't you cry tonight by Guns 'n' Roses,0.0
1350,I believe it is impossible to choose just one .,Damn...I think it's impossible to choose just one.,0.0
1351,I just go high to them .,i just go high listerningh to them  :),0.02777619034011792
1352,Your mother is so stupid that she thought Boyz II Men was a day care center .,Yo mama so stupid that she thought Boyz II Men was a day care center.,0.013217947626377298
1353,Bambi is my favorite movie .,bambi is my favorite movie of all time!!!!!!!,0.0
1354,"In case , Simon always writes he sounded pretty good about his penis , he is disrespectful .","Then, of course Simon always disagrees...He's pretty good about his judgements, he's harsh, tho.",0.0
1355,"Yes , but they are known artists .",yes but they are unknown artists,0.0
1356,"I do not know , my head hurts .","Umm..., don't know..., my head hurts...",0.0
1357,I do not know how long ago .,"no, they broke up...i don't know how long ago though...",0.0
1358,"I love watching my little guy , try to act out the things with them .",lol i love watchin my lil guy try to act out the things wiht them,0.013217947626377298
1359,That was nice how you got him back .,THAT WAS NICE HOW YOU GOT HIM BACK.!!,0.0
1360,I just did not think he would jump again .,I just didn't think that he would jump again.,0.023980296761827107
1361,"I don 't hate him , but he 's weird , I 'm amazed that this got 33 answer in 50 minutes .",i don't HATE him... but he is weird   im amazed that this got 33 answer in 50 minutes... congrats,0.010182425646195498
1362,For me that is exactly what I am looking .,For me thats exactly what I'm looking for.If I were looking.,0.018850319022747353
1363,I even watch the reruns now !,I even watch the reruns now!,0.040824829046386304
1364,"Yes , I think Paula was like , loving everybody this week , was she on either or something ?","Yea, I think Paula was like, LOVING everybody this week.... Was she on ecstasy or something?",0.012300686288463768
1365,She was willing to make a complete of herself for two entire seasons .,and she was willing to make a complete @$$ of herself for two whole seasons of newlyweds.,0.011502783619900045
1366,The song is very old .,the song is fairly new sounds very old school,0.0
1367,"At the Disco , I write sins .",at the disco i write sins not tragedies,0.02777619034011792
1368,The song Video Killed the Radio Star by The Donnas .,video killed the radio star by the buggles,0.0
1369,What is the difference between a mosquito and a blonde ?,whats the difference between a mosquito and a blonde?,0.023980296761827107
1370,"No , I do not think so .","So, no, I don't think so.",0.040824829046386304
1371,I think they are conservative and definitely .,i think they are over-paid and definately over-celebrated.,0.02777619034011792
1372,It is the best movie in the world .,hands down this is the best movie in THE WORLD!!!!!!!!!!!,0.0
1373,I think four people would be better .,But I think 4 ppl would be better!,0.02777619034011792
1374,"Don 't worry , you will be back in tune with it in a future weeks .",so dont worry youll be back in tune with it in a coupleof weeks!,0.01428363257865929
1375,That was me before I was .,that was me before i had my operation.,0.0
1376,There is a blonde driving down the highway .,there is a blonde driving down the highway.,0.02777619034011792
1377,"I pick a poser , I pick get rich or die .","Eminems a poser,I pick Get rich or die tryin",0.023980296761827107
1378,Put your power control on or use web site ratings .,put parental control on or use web site ratings,0.0
1379,"Also , you can tell she really care about her crew .",Plus you can tell she really cared about her crew.,0.0
1380,This song is very much .,I LOOOOOVVVVVVVEEE this song SOOO Much!!!!!!,0.0
1381,Look for bugs .,searching the web or looking for bugs!,0.0
1382,"My favorite bands are The Used , and Panic Panic .",My favourite bands are The Used & Panic!,0.0
1383,Because God is unable to lay eggs .,"chicken, coz God can't lay eggs",0.0
1384,To those you ask if the answer is gay . Who cares ?,to those of you asking if the asker of this question is gay.... Who the hell cares!?,0.0
1385,It depends on who mess up .,All depends on who messes up?,0.0
1386,"If I had to choose , I would probably be a chain of them .",um...neither of them...if i had to choose...i'd prob b mario..or vin diesel,0.020255986027125642
1387,Question : What did the left turtle say to the right hat ?,Q: What did the left nut say to the right nut??,0.0
1388,"It 's not a little racist , it 's a lot .",its not a little racist..... its alot racist!!!!!!!!,0.02777619034011792
1389,It goes something like that for the chorus .,It goes somethin like that for the chorus.,0.0
1390,It is probably more than that .,So it;s probally more than that.,0.0
1391,Have you ever wonder why men think a lot and women talk a lot ?,Ever wonder why men think a lot and women talk a lot??,0.017033186037639283
1392,Your mother is so stupid after you were born .,Your mama is so stupid after you were born she kept you!!,0.0
1393,The chicken because it had to remove the egg .,The chicken because it had 2 hatch the egg,0.0
1394,"Happy Days , it was the best !","Happy Days, it was the coolest!",0.0
1395,"Her name is Beyonce or Madonna , so she needs to stop pretending .",Her name aint Beyonce or Madonna... so she needs to stop pretending.,0.0
1396,I asked to people who gave answer for this question where you are crooked .,I ask to peoples who gave answer for this question            WHERE IS YOUR JOCKS????!!!!,0.01428363257865929
1397,Tell him you hate him and you are finding someone .,Tell him you hate him and you r finding someone diffent.,0.018850319022747353
1398,A lady in the street and a freak in the bed .,A lady in the street and a freak in the bed.,0.022416933501922302
1399,I still never resist her for that .,I STILL never forgave her for that.),0.033031643180138064
1400,It is a great source to download it .,its a great source just download it.,0.033031643180138064
1401,"The word you are looking for is "" .",The word you are looking for is.............  strengths,0.0
1402,"When I first got in to music , I loved rap .","You know, when I first got in to music, I loved rap.",0.017033186037639283
1403,"I never told my parents before , but they said nothing and did not care .",I never told my parents before but mentioned it once and they said nothing and didn't care.,0.011502783619900045
1404,"Yes , but you are going to anyways so why even ask !","Yeah, but you're gonna anyway so why even ask!!",0.0
1405,"I used to play flute , but once I started saxophone .","I used to play flute but once I started sax, I got hooked.",0.01553712569276035
1406,"If you like Family Guy , you should love American Dad .","If you like Family Guy , you should love American Dad.",0.018850319022747353
1407,They actually play their own songs .,B) they right their own songs c) they ACTUALLY play their own music!,0.0
1408,We will have a good reputation !,we'll have a real good ti-ime!,0.040824829046386304
1409,"Yes , a PSP , but I would not get a PSP for a child under thirteen .","Yeah, a PSP but I wouldn't get a PSP for a kid under 13.",0.0169861974906263
1410,If you would like to live and talk about I might move to Japan or China .,if you want to live and talk and dream about i suggest moving to japan or china,0.011502783619900045
1411,I do not like it .,I LUBB IT.. [8] ILL KEEP U MY DIRRTY LITTLE SECRET ..hha...SHHH.....LMAO,0.017033186037639283
1412,I suppose it is the blonde from American Idol .,I guess it is the blond from american idol,0.023980296761827107
1413,"If you can answer that , it is the same for the egg .",(no offance) If you can answer that then it's the same for the Egg,0.0
1414,"The song was called "" I can 't remember the artist , but it 's a crazy tune ! ""","the song was called epic, i cant remember the artist but it is a banging tune!!",0.014628063653657535
1415,I believe that commercial is for promoting Queen . I just thought I would let you know .,hey Mar...that commercial is for Dairy Queen...just thought i'd let ya know...lol.,0.0
